Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
200820J083501,Serious,24-10-2020,52.484547,Daylight,Dudley,-2.088323,1,2,Dry,Single carriageway,Urban,Car
200820J083601,Slight,25-10-2020,52.519222,Darkness - lights lit,Dudley,-2.118899,3,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J084301,Serious,25-10-2020,52.481192,Daylight,Dudley,-2.121447,3,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820J084302,Slight,23-12-2020,52.466016,Daylight,Dudley,-2.102269,1,2,Wet or damp,Single carriageway,Urban,Car
200820J084402,Slight,21-12-2020,52.465631,Daylight,Dudley,-2.128617,1,2,Dry,Single carriageway,Urban,Car
200820J084601,Serious,21-10-2020,52.489319,Daylight,Dudley,-2.078318,1,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820J084701,Slight,22-10-2020,52.527581,Darkness - lights lit,Dudley,-2.121427,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J084801,Slight,24-10-2020,52.511342,Daylight,Dudley,-2.08263,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J084901,Slight,28-10-2020,52.481192,Daylight,Dudley,-2.121447,1,1,Wet or damp,Single carriageway,Urban,Car
200820J085001,Slight,30-10-2020,52.525594,Daylight,Dudley,-2.129971,4,2,Wet or damp,Single carriageway,Urban,Car
200820J085002,Serious,07-11-2020,52.493535,Daylight,Dudley,-2.17259,1,1,Wet or damp,Single carriageway,Urban,Car
200820J085101,Slight,30-10-2020,52.507836,Daylight,Dudley,-2.082329,1,2,Wet or damp,Single carriageway,Urban,Car
200820J085102,Serious,17-12-2020,52.508189,Daylight,Dudley,-2.172353,1,2,Wet or damp,Roundabout,Urban,Car
200820J085201,Slight,01-11-2020,52.494395,Darkness - lights lit,Dudley,-2.132677,1,1,Wet or damp,Single carriageway,Urban,Car
200820J085202,Slight,18-12-2020,52.45008,Daylight,Dudley,-2.126806,1,1,Dry,Single carriageway,Urban,Car
200820J085301,Slight,01-11-2020,52.509523,Daylight,Dudley,-2.109148,1,1,Dry,Single carriageway,Urban,Car
200820J085302,Slight,19-12-2020,52.470365,Darkness - lights lit,Dudley,-2.154834,1,1,Dry,Dual carriageway,Urban,Car
200820J085402,Slight,19-12-2020,52.470945,Darkness - lights lit,Dudley,-2.119652,2,2,Dry,Single carriageway,Urban,Taxi/Private hire car
200820J085601,Slight,29-10-2020,52.54919,Daylight,Dudley,-2.082701,1,2,Frost or ice,Single carriageway,Urban,Car
200820J086001,Slight,21-10-2020,52.501787,Darkness - lights lit,Dudley,-2.113254,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J086201,Slight,30-10-2020,52.518954,Daylight,Dudley,-2.117867,2,2,Wet or damp,Single carriageway,Urban,Car
200820J086301,Slight,01-11-2020,52.519023,Darkness - lights lit,Dudley,-2.136878,1,1,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820J087401,Slight,21-10-2020,52.50793,Daylight,Dudley,-2.077025,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820J087701,Slight,09-11-2020,52.513401,Darkness - lights lit,Dudley,-2.09457,1,1,Wet or damp,Single carriageway,Urban,Car
200820J088001,Slight,10-11-2020,52.487299,Darkness - lights lit,Dudley,-2.127502,1,2,Wet or damp,Single carriageway,Urban,Car
200820J088101,Slight,28-10-2020,52.481102,Daylight,Dudley,-2.121447,1,2,Wet or damp,Single carriageway,Urban,Car
200820J088201,Slight,08-11-2020,52.531915,Darkness - lights lit,Dudley,-2.101096,5,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J088501,Slight,10-11-2020,52.490844,Darkness - lights lit,Dudley,-2.083622,3,2,Wet or damp,Single carriageway,Urban,Car
200820J088601,Serious,11-11-2020,52.512332,Darkness - lights lit,Dudley,-2.080421,1,1,Wet or damp,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
200820J088701,Slight,11-10-2020,52.508815,Darkness - lights lit,Dudley,-2.095296,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820J088801,Slight,14-11-2020,52.514751,Daylight,Dudley,-2.09192,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820J088901,Slight,16-10-2020,52.494485,Daylight,Dudley,-2.132678,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J089001,Slight,15-11-2020,52.497673,Darkness - lights lit,Dudley,-2.088054,3,1,Wet or damp,Dual carriageway,Urban,Car
200820J089201,Serious,14-11-2020,52.505774,Daylight,Dudley,-2.074369,3,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J089301,Slight,13-11-2020,52.502991,Daylight,Dudley,-2.066704,1,2,Wet or damp,Single carriageway,Urban,Car
200820J089601,Slight,15-11-2020,52.527322,Daylight,Dudley,-2.110666,1,2,Wet or damp,Single carriageway,Urban,Car
200820J090301,Slight,03-11-2020,52.513417,Darkness - lighting unknown,Dudley,-2.072171,1,1,Dry,Dual carriageway,Urban,Car
200820J090401,Slight,18-11-2020,52.535869,Darkness - lights lit,Dudley,-2.102579,2,4,Wet or damp,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820J090501,Serious,17-11-2020,52.486708,Daylight,Dudley,-2.084498,1,3,Wet or damp,Single carriageway,Urban,Car
200820J090601,Slight,07-11-2020,52.486416,Daylight,Dudley,-2.111447,2,1,Wet or damp,Single carriageway,Urban,Car
200820J090701,Slight,14-11-2020,52.502244,Darkness - lights lit,Dudley,-2.105152,1,2,Dry,Slip road,Urban,Other vehicle
200820J090801,Slight,16-11-2020,52.488032,Darkness - lights lit,Dudley,-2.113218,1,1,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200820J091001,Slight,18-10-2020,52.513242,Darkness - lights lit,Dudley,-2.06333,3,2,Dry,Slip road,Urban,Car
200820J091101,Slight,21-11-2020,52.549276,Daylight,Dudley,-2.08801,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820J091201,Slight,22-11-2020,52.490071,Darkness - lights lit,Dudley,-2.140028,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J091301,Slight,24-11-2020,52.518768,Darkness - lights lit,Dudley,-2.123319,2,1,Wet or damp,Single carriageway,Urban,Car
200820J091501,Slight,15-10-2020,52.511938,Darkness - lights lit,Dudley,-2.120942,2,2,Wet or damp,Single carriageway,Rural,Van / Goods 3.5 tonnes mgw or under
200820J091601,Slight,24-11-2020,52.507034,Daylight,Dudley,-2.071866,1,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820J091701,Slight,24-11-2020,52.489227,Daylight,Dudley,-2.081557,2,2,Wet or damp,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200820J091801,Slight,26-11-2020,52.478228,Darkness - lights lit,Dudley,-2.118494,4,1,Wet or damp,Single carriageway,Urban,Car
200820J094301,Slight,25-11-2020,52.499739,Darkness - lights lit,Dudley,-2.091005,1,2,Dry,Dual carriageway,Urban,Motorcycle 125cc and under
200820J094501,Slight,18-11-2020,52.513602,Daylight,Dudley,-2.062741,2,2,Dry,Roundabout,Urban,Car
200820J094901,Slight,27-11-2020,52.487525,Daylight,Dudley,-2.072718,1,2,Wet or damp,Single carriageway,Urban,Car
200820J095001,Slight,28-11-2020,52.478672,Daylight,Dudley,-2.12409,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820J095601,Slight,30-11-2020,52.479672,Daylight,Dudley,-2.113197,1,1,Dry,Single carriageway,Urban,Car
200820J096201,Slight,05-12-2020,52.513056,Daylight,Dudley,-2.073792,3,3,Wet or damp,Dual carriageway,Urban,Car
200820J096601,Slight,25-11-2020,52.489027,Daylight,Dudley,-2.107183,2,2,Wet or damp,Dual carriageway,Urban,Motorcycle 50cc and under
200820J096701,Slight,05-12-2020,52.510895,Daylight,Dudley,-2.079682,2,1,Wet or damp,Single carriageway,Urban,Car
200820J096901,Slight,04-12-2020,52.490971,Darkness - lights lit,Dudley,-2.139295,1,2,Wet or damp,Single carriageway,Urban,Car
200820J097001,Serious,02-12-2020,52.540616,Daylight,Dudley,-2.121463,1,1,Dry,Single carriageway,Urban,Car
200820J097101,Slight,02-12-2020,52.512029,Daylight,Dudley,-2.120353,1,2,Frost or ice,Roundabout,Rural,Car
200820J097201,Slight,04-12-2020,52.511881,Darkness - lights lit,Dudley,-2.083662,1,1,Wet or damp,Single carriageway,Urban,Car
200820J097301,Serious,05-12-2020,52.473472,Darkness - lights lit,Dudley,-2.109353,1,1,Dry,Single carriageway,Urban,Car
200820J097401,Slight,20-11-2020,52.502244,Darkness - lights lit,Dudley,-2.105152,1,2,Wet or damp,Slip road,Urban,Car
200820J097501,Slight,20-11-2020,52.509816,Daylight,Dudley,-2.07968,4,2,Dry,Single carriageway,Urban,Car
200820J097601,Slight,10-12-2020,52.543251,Daylight,Dudley,-2.090652,1,1,Dry,Single carriageway,Urban,Taxi/Private hire car
200820J097701,Slight,11-12-2020,52.484539,Daylight,Dudley,-2.099073,2,2,Dry,Single carriageway,Urban,Car
200820J097801,Slight,14-12-2020,52.513324,Darkness - lights lit,Dudley,-2.076003,1,1,Wet or damp,Dual carriageway,Urban,Car
200820J098001,Slight,01-12-2020,52.500098,Darkness - lights lit,Dudley,-2.091595,2,2,Dry,Roundabout,Urban,Car
200820J098101,Slight,12-12-2020,52.487214,Darkness - lights lit,Dudley,-2.122052,2,3,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J098401,Slight,16-12-2020,52.492867,Daylight,Dudley,-2.132673,1,2,Dry,Single carriageway,Urban,Car
200820J098501,Slight,17-12-2020,52.516732,Daylight,Dudley,-2.087798,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820J098601,Serious,07-12-2020,52.500729,Daylight,Dudley,-2.089534,1,1,Frost or ice,Dual carriageway,Urban,Taxi/Private hire car
200820J098801,Serious,14-12-2020,52.509306,Daylight,Dudley,-2.143184,3,3,Wet or damp,Single carriageway,Urban,Car
200820J500102,Slight,14-12-2020,52.482561,Darkness - lights lit,Dudley,-2.17667,4,3,Wet or damp,Single carriageway,Urban,Car
200820J500201,Slight,22-10-2020,52.480324,Darkness - lights lit,Dudley,-2.085958,1,2,Dry,Single carriageway,Urban,Car
200820J500202,Slight,18-12-2020,52.442758,Daylight,Dudley,-2.066024,1,2,Dry,Single carriageway,Urban,Car
200820J500301,Slight,06-12-2020,52.500098,Daylight,Dudley,-2.091595,1,2,Wet or damp,Roundabout,Urban,Van / Goods 3.5 tonnes mgw or under
200820J500302,Slight,22-12-2020,52.457155,Daylight,Dudley,-2.035876,1,3,Wet or damp,Dual carriageway,Urban,Car
200820J500401,Slight,14-12-2020,52.508365,Daylight,Dudley,-2.096621,1,2,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200820J500501,Slight,19-12-2020,52.496304,Darkness - lights lit,Dudley,-2.112651,1,2,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200820J500601,Slight,19-12-2020,52.483703,Daylight,Dudley,-2.126755,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J500701,Slight,19-12-2020,52.507298,Darkness - lights lit,Dudley,-2.081002,1,2,Dry,Roundabout,Urban,Car
200820J500702,Serious,20-12-2020,52.454197,Darkness - lights lit,Dudley,-2.143446,1,1,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820J500801,Slight,20-12-2020,52.484706,Darkness - lights lit,Dudley,-2.113063,1,2,Dry,Single carriageway,Urban,Car
200820J500901,Slight,24-12-2020,52.478686,Darkness - lights lit,Dudley,-2.109955,3,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820J501001,Slight,16-12-2020,52.512971,Darkness - lights lit,Dudley,-2.066277,3,2,Dry,Dual carriageway,Urban,Car
200820J501101,Slight,26-12-2020,52.541454,Darkness - lights lit,Dudley,-2.089911,3,2,Wet or damp,Dual carriageway,Urban,Motorcycle over 500cc
200820J501102,Serious,04-12-2020,52.466501,Daylight,Dudley,-2.047071,1,2,Dry,Single carriageway,Urban,Car
200820J501202,Slight,30-12-2020,52.447801,Darkness - lights lit,Dudley,-2.04661,1,1,Dry,One way street,Urban,Car
200820J502001,Slight,31-12-2020,52.530671,Darkness - lights lit,Dudley,-2.082519,1,3,Frost or ice,Single carriageway,Urban,Car
200820J502201,Slight,02-12-2020,52.500368,Daylight,Dudley,-2.091595,1,2,Wet or damp,Dual carriageway,Urban,Motorcycle 125cc and under
200820J502401,Slight,31-12-2020,52.483801,Darkness - lights lit,Dudley,-2.119098,1,2,Frost or ice,Single carriageway,Urban,Taxi/Private hire car
200820J502502,Slight,08-12-2020,52.444566,Darkness - lights lit,Dudley,-2.044546,1,2,Dry,Dual carriageway,Urban,Car
200820J502701,Slight,18-12-2020,52.547755,Daylight,Dudley,-2.077684,2,2,Wet or damp,Single carriageway,Urban,Car
200820J503101,Slight,31-12-2020,52.543161,Daylight,Dudley,-2.091242,2,2,Wet or damp,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820J506101,Slight,28-12-2020,52.521958,Daylight,Dudley,-2.071596,4,2,Dry,Dual carriageway,Urban,Car
200820J506301,Serious,22-12-2020,52.516412,Darkness - lights lit,Dudley,-2.140407,1,4,Wet or damp,Single carriageway,Urban,Car
200820J506601,Slight,13-12-2020,52.491995,Daylight,Dudley,-2.106012,5,2,Wet or damp,Dual carriageway,Urban,Car
200820J508801,Slight,25-12-2020,52.539984,Daylight,Dudley,-2.124263,5,2,Wet or damp,Single carriageway,Urban,Car
200820J509701,Slight,30-11-2020,52.487214,Daylight,Dudley,-2.122052,1,3,Wet or damp,Single carriageway,Urban,Car
200820J509801,Slight,25-11-2020,52.511257,Daylight,Dudley,-2.075262,2,1,Dry,Dual carriageway,Urban,Car
200820J509901,Slight,01-12-2020,52.507836,Daylight,Dudley,-2.082329,1,2,Wet or damp,Single carriageway,Urban,Car
200820J510201,Slight,20-12-2020,52.500977,Darkness - lights lit,Dudley,-2.11443,1,2,Wet or damp,Roundabout,Urban,Car
200820J514001,Slight,09-11-2020,52.517435,Darkness - lights lit,Dudley,-2.107399,1,3,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200820J516001,Slight,21-11-2020,52.543161,Daylight,Dudley,-2.091095,2,2,Wet or damp,Dual carriageway,Urban,Taxi/Private hire car
200820J516401,Slight,24-11-2020,52.543161,Daylight,Dudley,-2.091095,2,2,Dry,Dual carriageway,Urban,Car
200820J518301,Slight,29-12-2020,52.51306,Daylight,Dudley,-2.067456,1,4,Dry,Dual carriageway,Urban,Car
200820J575201,Slight,22-09-2020,52.483709,Daylight,Dudley,-2.121159,2,2,Dry,Single carriageway,Urban,Car
200820J575301,Slight,01-09-2020,52.523125,Daylight,Dudley,-2.074103,1,2,Wet or damp,Dual carriageway,Urban,Motorcycle 125cc and under
200820K001401,Slight,01-01-2020,52.53834,Darkness - lights lit,Sandwell,-1.982717,1,2,Dry,Single carriageway,Urban,Car
200820K003802,Slight,06-01-2020,52.493833,Darkness - lights lit,Sandwell,-2.040914,2,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K004002,Slight,04-01-2020,52.498325,Daylight,Sandwell,-2.048136,1,1,Wet or damp,Single carriageway,Urban,Car
200820K004202,Slight,02-01-2020,52.499414,Darkness - lights lit,Sandwell,-2.010426,3,2,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820K004501,Slight,06-01-2020,52.531954,Daylight,Sandwell,-2.029893,1,2,Dry,Roundabout,Urban,Motorcycle 125cc and under
200820K004601,Slight,07-01-2020,52.533037,Daylight,Sandwell,-1.993775,1,1,Wet or damp,Single carriageway,Urban,Car
200820K004901,Slight,08-01-2020,52.537442,Daylight,Sandwell,-2.01132,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K005002,Serious,08-01-2020,52.464083,Daylight,Sandwell,-1.993785,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K005401,Serious,11-01-2020,52.536983,Darkness - lights lit,Sandwell,-2.047883,1,1,Wet or damp,Single carriageway,Urban,Car
200820K005501,Slight,10-01-2020,52.528361,Darkness - lights lit,Sandwell,-2.016624,2,2,Wet or damp,Single carriageway,Urban,Car
200820K005502,Slight,08-01-2020,52.485742,Daylight,Sandwell,-1.960059,2,3,Wet or damp,Single carriageway,Urban,Car
200820K005601,Slight,11-01-2020,52.534834,Darkness - lights lit,Sandwell,-1.98493,2,2,Wet or damp,Dual carriageway,Urban,Car
200820K005701,Slight,11-01-2020,52.520618,Daylight,Sandwell,-2.054498,2,2,Wet or damp,Single carriageway,Urban,Car
200820K005702,Serious,05-01-2020,52.471634,Darkness - lights lit,Sandwell,-1.991576,1,1,Wet or damp,Single carriageway,Urban,Car
200820K005801,Slight,14-01-2020,52.554878,Darkness - lights lit,Sandwell,-2.033153,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K005802,Serious,06-01-2020,52.485565,Darkness - lights lit,Sandwell,-1.969926,1,1,Wet or damp,Roundabout,Urban,Motorcycle over 500cc
200820K005901,Slight,13-01-2020,52.545887,Daylight,Sandwell,-2.035654,2,2,Wet or damp,Single carriageway,Urban,Car
200820K005902,Slight,07-01-2020,52.496983,Daylight,Sandwell,-2.031048,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K006002,Slight,04-01-2020,52.482422,Darkness - lights lit,Sandwell,-2.010275,2,2,Wet or damp,Single carriageway,Urban,Car
200820K006102,Slight,09-01-2020,52.462734,Darkness - lights lit,Sandwell,-2.003941,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K006802,Slight,11-01-2020,52.503368,Darkness - lights lit,Sandwell,-2.019708,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K006902,Slight,11-01-2020,52.47523,Darkness - lights lit,Sandwell,-2.005415,1,3,Wet or damp,Dual carriageway,Urban,Car
200820K007001,Slight,15-01-2020,52.509837,Darkness - lights lit,Sandwell,-1.9621,1,2,Wet or damp,Dual carriageway,Urban,Motorcycle 125cc and under
200820K007002,Slight,11-01-2020,52.488524,Darkness - lights lit,Sandwell,-2.053869,1,1,Snow,Single carriageway,Urban,Car
200820K007102,Slight,11-01-2020,52.491143,Daylight,Sandwell,-1.99496,2,2,Wet or damp,Single carriageway,Urban,Motorcycle 50cc and under
200820K007402,Slight,09-01-2020,52.507588,Daylight,Sandwell,-2.039601,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K007602,Slight,06-01-2020,52.488438,Daylight,Sandwell,-1.955344,1,2,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200820K007802,Slight,15-01-2020,52.504536,Darkness - lights lit,Sandwell,-1.975806,1,2,Wet or damp,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
200820K007901,Slight,17-01-2020,52.564142,Daylight,Sandwell,-2.004393,1,2,Wet or damp,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200820K007902,Slight,15-01-2020,52.463703,Daylight,Sandwell,-2.069882,1,1,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K008001,Slight,17-01-2020,52.519263,Daylight,Sandwell,-2.068055,1,2,Wet or damp,Dual carriageway,Urban,Taxi/Private hire car
200820K008502,Slight,17-01-2020,52.476847,Daylight,Sandwell,-1.980091,1,2,Wet or damp,Single carriageway,Urban,Car
200820K008602,Serious,20-01-2020,52.495901,Darkness - lights lit,Sandwell,-1.958577,5,1,Wet or damp,Dual carriageway,Urban,Car
200820K009202,Slight,18-01-2020,52.480071,Darkness - lights lit,Sandwell,-2.05754,1,1,Dry,Roundabout,Urban,Car
200820K009302,Slight,18-01-2020,52.471531,Daylight,Sandwell,-2.057529,2,1,Wet or damp,Single carriageway,Urban,Motorcycle over 500cc
200820K009402,Slight,18-01-2020,52.494101,Daylight,Sandwell,-1.953718,2,2,Wet or damp,Dual carriageway,Urban,Car
200820K009502,Slight,18-01-2020,52.475206,Daylight,Sandwell,-2.075642,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K009601,Slight,21-01-2020,52.555779,Daylight,Sandwell,-2.024009,1,2,Wet or damp,Single carriageway,Urban,Motorcycle 125cc and under
200820K009602,Slight,07-01-2020,52.467388,Daylight,Sandwell,-2.071066,1,2,Dry,Single carriageway,Urban,Motorcycle over 500cc
200820K009701,Slight,24-01-2020,52.550384,Darkness - lights lit,Sandwell,-2.029758,1,2,Wet or damp,Roundabout,Urban,Car
200820K009801,Slight,19-01-2020,52.541397,Darkness - lights lit,Sandwell,-1.989498,1,2,Wet or damp,Single carriageway,Urban,Car
200820K009802,Slight,14-01-2020,52.496894,Darkness - lights lit,Sandwell,-1.973011,1,3,Dry,Single carriageway,Urban,Car
200820K009901,Slight,18-01-2020,52.512179,Daylight,Sandwell,-1.982285,1,1,Wet or damp,Single carriageway,Urban,Car
200820K009902,Slight,15-01-2020,52.500311,Daylight,Sandwell,-1.979049,1,1,Wet or damp,Single carriageway,Urban,Car
200820K010001,Slight,17-01-2020,52.546062,Darkness - lights lit,Sandwell,-2.049515,1,2,Dry,Single carriageway,Urban,Car
200820K010002,Slight,15-01-2020,52.514596,Daylight,Sandwell,-2.052132,2,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K010102,Slight,10-01-2020,52.471542,Darkness - lights lit,Sandwell,-1.975382,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K010401,Slight,12-01-2020,52.531059,Darkness - lights lit,Sandwell,-1.988174,1,2,Wet or damp,Dual carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K010501,Slight,24-01-2020,52.536812,Daylight,Sandwell,-2.011172,1,1,Dry,Single carriageway,Urban,Car
200820K010502,Serious,20-01-2020,52.488981,Darkness - lights lit,Sandwell,-1.965947,1,1,Wet or damp,Single carriageway,Urban,Car
200820K010601,Slight,23-01-2020,52.555687,Daylight,Sandwell,-2.033302,1,2,Wet or damp,Dual carriageway,Urban,Car
200820K010602,Slight,19-01-2020,52.500043,Darkness - lights lit,Sandwell,-2.010868,1,2,Wet or damp,Single carriageway,Urban,Car
200820K010701,Slight,26-01-2020,52.560455,Daylight,Sandwell,-2.021799,2,2,Dry,Single carriageway,Urban,Car
200820K010801,Slight,09-01-2020,52.546071,Darkness - lighting unknown,Sandwell,-2.017663,1,2,Dry,Single carriageway,Urban,Car
200820K011202,Slight,09-01-2020,52.48368,Daylight,Sandwell,-2.015871,3,2,Dry,Dual carriageway,Urban,Taxi/Private hire car
200820K011302,Slight,10-01-2020,52.493748,Daylight,Sandwell,-2.022208,1,2,Wet or damp,Roundabout,Urban,Car
200820K011501,Slight,26-01-2020,52.509656,Daylight,Sandwell,-1.960185,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K011601,Slight,28-01-2020,52.53393,Darkness - no lighting,Sandwell,-1.963848,2,2,Dry,Single carriageway,Rural,Car
200820K011701,Serious,17-01-2020,52.560276,Darkness - lights lit,Sandwell,-2.016636,1,2,Wet or damp,Single carriageway,Urban,Car
200820K011801,Slight,29-01-2020,52.550028,Daylight,Sandwell,-2.008078,1,2,Dry,Roundabout,Urban,Car
200820K011901,Slight,28-01-2020,52.54616,Darkness - lights lit,Sandwell,-1.975193,1,1,Dry,Roundabout,Urban,Van / Goods 3.5 tonnes mgw or under
200820K011902,Slight,05-01-2020,52.494106,Darkness - lights lit,Sandwell,-1.969183,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
200820K012001,Slight,30-01-2020,52.52108,Daylight,Sandwell,-1.988177,1,2,Dry,Dual carriageway,Urban,Car
200820K012002,Slight,15-01-2020,52.50256,Daylight,Sandwell,-2.011605,1,2,Wet or damp,Single carriageway,Urban,Car
200820K012101,Slight,31-01-2020,52.538519,Darkness - lights lit,Sandwell,-2.023852,1,2,Wet or damp,Single carriageway,Urban,Car
200820K012102,Slight,24-01-2020,52.487542,Daylight,Sandwell,-1.964623,2,2,Dry,Single carriageway,Urban,Car
200820K012201,Slight,31-01-2020,52.539239,Darkness - lights lit,Sandwell,-1.983896,1,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
200820K012601,Slight,28-01-2020,52.553893,Darkness - lights lit,Sandwell,-2.015011,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K012801,Slight,30-01-2020,52.530155,Daylight,Sandwell,-2.035936,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
200820K012802,Slight,27-01-2020,52.476933,Darkness - lights lit,Sandwell,-2.03707,1,2,Dry,Single carriageway,Urban,Car
200820K012902,Slight,06-01-2020,52.50238,Daylight,Sandwell,-2.012637,4,2,Wet or damp,Dual carriageway,Urban,Motorcycle 125cc and under
200820K013002,Slight,04-01-2020,52.503097,Darkness - lighting unknown,Sandwell,-1.972565,1,2,Dry,Single carriageway,Urban,Car
200820K013101,Slight,03-02-2020,52.526005,Darkness - lights lit,Sandwell,-2.069097,2,2,Wet or damp,Single carriageway,Urban,Car
200820K013201,Slight,01-02-2020,52.534649,Daylight,Sandwell,-2.03874,1,2,Dry,Single carriageway,Urban,Car
200820K013301,Slight,31-01-2020,52.509573,Darkness - lights lit,Sandwell,-1.992305,1,1,Wet or damp,Single carriageway,Urban,Car
200820K013702,Slight,30-01-2020,52.514775,Darkness - lights lit,Sandwell,-2.053017,1,1,Dry,Single carriageway,Urban,Car
200820K013802,Serious,24-01-2020,52.486827,Daylight,Sandwell,-2.012043,1,1,Dry,Single carriageway,Urban,Car
200820K014102,Slight,30-01-2020,52.472787,Daylight,Sandwell,-2.062977,2,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
200820K014201,Slight,05-02-2020,52.537622,Darkness - lights lit,Sandwell,-2.003506,1,3,Wet or damp,Single carriageway,Urban,Car
200820K014401,Slight,05-02-2020,52.526024,Darkness - lights lit,Sandwell,-2.010432,1,2,Wet or damp,Single carriageway,Urban,Car
200820K014501,Slight,31-01-2020,52.517843,Darkness - lights lit,Sandwell,-1.989062,1,2,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
200820K014502,Slight,03-02-2020,52.489525,Daylight,Sandwell,-1.996874,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
200820K014601,Slight,06-02-2020,52.545694,Daylight,Sandwell,-1.933461,1,1,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
200820K014701,Slight,06-02-2020,52.558103,Daylight,Sandwell,-1.93713,1,1,Wet or damp,Dual carriageway,Urban,Car
200820K014801,Slight,06-02-2020,52.515866,Daylight,Sandwell,-2.006746,5,2,Wet or damp,Single carriageway,Urban,Car
200820K015101,Serious,09-02-2020,52.517035,Daylight,Sandwell,-1.994957,1,2,Dry,Single carriageway,Urban,Car
200820K015202,Slight,01-02-2020,52.490418,Daylight,Sandwell,-2.035903,1,1,Dry,Single carriageway,Urban,Car
200820K015301,Slight,10-02-2020,52.51245,Darkness - lights lit,Sandwell,-1.995105,1,2,Dry,Single carriageway,Urban,Car
200820K015302,Slight,15-01-2020,52.470721,Darkness - lights lit,Sandwell,-2.059441,2,4,Wet or damp,Single carriageway,Urban,Car
200820K015801,Serious,12-02-2020,52.545699,Daylight,Sandwell,-2.056741,1,2,Dry,Single carriageway,Urban,Car
200820K015901,Slight,13-02-2020,52.523857,Daylight,Sandwell,-2.048606,1,2,Dry,Single carriageway,Urban,Car
